Unnamed: 0,county,gallons_from_great_lakes,gallons_from_groundwater,gallons_from_inland_surface,total_gallons_all_sources,industry,year
3219,Ontonagon,0,0,0,0,Other,2022
3220,Osceola,0,0,0,0,Other,2022
3221,Oscoda,0,40145,16000000,16040145,Other,2022
3222,Otsego,0,0,0,0,Other,2022
3223,Ottawa,0,303810020,0,303810020,Other,2022
3224,Presque Isle,0,0,0,0,Other,2022
3225,Roscommon,0,5000000,0,5000000,Other,2022
3226,Saginaw,0,0,0,0,Other,2022
3227,Saint Clair,0,0,0,0,Other,2022
3228,Saint Joseph,0,163427920,0,163427920,Other,2022
3229,Sanilac,0,378000,0,378000,Other,2022
3230,Schoolcraft,0,0,0,0,Other,2022
3231,Shiawassee,0,35000,0,35000,Other,2022
3232,Tuscola,0,0,0,0,Other,2022
3233,Van Buren,0,1067900,0,1067900,Other,2022
3234,Washtenaw,0,667430631,0,667430631,Other,2022
3235,Wayne,0,9095200,0,9095200,Other,2022
3236,Wexford,0,75150,0,75150,Other,2022
3237,Alcona,0,20675800,0,20675800,Public Water Supply,2022
3238,Alger,0,125166700,0,125166700,Public Water Supply,2022
3239,Allegan,0,1545872243,0,1545872243,Public Water Supply,2022
3240,Alpena,672330000,1422354,0,673752354,Public Water Supply,2022
3241,Antrim,0,419005090,0,419005090,Public Water Supply,2022
3242,Arenac,18242240000,4770800,0,18247010800,Public Water Supply,2022
3243,Baraga,149935000,0,0,149935000,Public Water Supply,2022
3244,Barry,0,577534513,0,577534513,Public Water Supply,2022
3245,Bay,0,0,0,0,Public Water Supply,2022
3246,Benzie,0,267682000,0,267682000,Public Water Supply,2022
3247,Berrien,3257775000,1523026171,0,4780801171,Public Water Supply,2022
3248,Branch,0,1364912240,0,1364912240,Public Water Supply,2022
3249,Calhoun,0,4568937520,0,4568937520,Public Water Supply,2022
3250,Cass,0,449754048,0,449754048,Public Water Supply,2022
3251,Charlevoix,249870000,555002149,0,804872149,Public Water Supply,2022
3252,Cheboygan,0,314286950,0,314286950,Public Water Supply,2022
3253,Chippewa,515395999,280498245,0,795894245,Public Water Supply,2022
3254,Clare,0,386127306,0,386127306,Public Water Supply,2022
3255,Clinton,0,736477782,0,736477782,Public Water Supply,2022
3256,Crawford,0,176758324,0,176758324,Public Water Supply,2022
3257,Delta,716764000,25954970,0,742718970,Public Water Supply,2022
3258,Dickinson,0,757642058,0,757642058,Public Water Supply,2022
3259,Eaton,0,1053286671,0,1053286671,Public Water Supply,2022
3260,Emmet,0,1259391662,0,1259391662,Public Water Supply,2022
3261,Genesee,6099150000,1379477066,0,7478627067,Public Water Supply,2022
3262,Gladwin,0,184644221,0,184644221,Public Water Supply,2022
3263,Gogebic,0,481732400,0,481732400,Public Water Supply,2022
3264,Grand Traverse,1983168000,680004216,0,2663172216,Public Water Supply,2022
3265,Gratiot,0,687876608,0,687876608,Public Water Supply,2022
3266,Hillsdale,0,525955412,0,525955412,Public Water Supply,2022
3267,Houghton,0,942573600,0,942573600,Public Water Supply,2022
3268,Huron,727720000,143156751,0,870876751,Public Water Supply,2022
3269,Ingham,0,9093673540,0,9093673540,Public Water Supply,2022
3270,Ionia,0,1513038480,0,1513038480,Public Water Supply,2022
3271,Iosco,497110000,4724877,0,501834877,Public Water Supply,2022
3272,Iron,0,519435999,0,519435999,Public Water Supply,2022
3273,Isabella,0,1139189032,0,1139189032,Public Water Supply,2022
3274,Jackson,0,3513844081,0,3513844081,Public Water Supply,2022
3275,Kalamazoo,0,9177138141,0,9177138141,Public Water Supply,2022
3276,Kalkaska,0,149485400,0,149485400,Public Water Supply,2022
3277,Kent,27397532000,3082588145,0,30480120146,Public Water Supply,2022
3278,Keweenaw,0,15913700,0,15913700,Public Water Supply,2022
3279,Lake,0,115236000,0,115236000,Public Water Supply,2022
3280,Lapeer,0,153200400,0,153200400,Public Water Supply,2022
3281,Leelanau,2335000,148197059,0,150532059,Public Water Supply,2022
3282,Lenawee,0,1365527061,639357000,2004884061,Public Water Supply,2022
3283,Livingston,0,2718293200,0,2718293200,Public Water Supply,2022
3284,Luce,0,198402900,0,198402900,Public Water Supply,2022
3285,Mackinac,476392000,4176286,0,480568286,Public Water Supply,2022
3286,Macomb,1070704000,364942800,0,1435646800,Public Water Supply,2022
3287,Manistee,0,490406890,0,490406890,Public Water Supply,2022
3288,Marquette,728600000,815860438,0,1544460439,Public Water Supply,2022
3289,Mason,1099126000,101378800,0,1200504800,Public Water Supply,2022
3290,Mecosta,0,544284017,0,544284017,Public Water Supply,2022
3291,Menominee,326262000,44893800,0,371155800,Public Water Supply,2022
3292,Midland,0,58326400,0,58326400,Public Water Supply,2022
3293,Missaukee,0,100000000,0,100000000,Public Water Supply,2022
3294,Monroe,3608697000,32479000,0,3641176000,Public Water Supply,2022
3295,Montcalm,0,919491789,0,919491789,Public Water Supply,2022
3296,Montmorency,0,37066300,0,37066300,Public Water Supply,2022
3297,Muskegon,4494463000,743788780,0,5238251780,Public Water Supply,2022
3298,Newaygo,0,598806099,0,598806099,Public Water Supply,2022
3299,Oakland,0,7679390570,0,7679390570,Public Water Supply,2022
3300,Oceana,0,373863100,0,373863100,Public Water Supply,2022
3301,Ogemaw,0,126029187,0,126029187,Public Water Supply,2022
3302,Ontonagon,66897999,23111900,0,90009900,Public Water Supply,2022
3303,Osceola,0,498938253,0,498938253,Public Water Supply,2022
3304,Oscoda,0,25625700,0,25625700,Public Water Supply,2022
3305,Otsego,0,377616358,0,377616358,Public Water Supply,2022
3306,Ottawa,7876405000,77788400,0,7954193400,Public Water Supply,2022
3307,Presque Isle,0,158320111,0,158320111,Public Water Supply,2022
3308,Roscommon,0,67081946,0,67081946,Public Water Supply,2022
3309,Saginaw,0,164725800,0,164725800,Public Water Supply,2022
3310,Sanilac,119832000,480998576,0,600830576,Public Water Supply,2022
3311,Schoolcraft,151173000,7309104,0,158482104,Public Water Supply,2022
3312,Shiawassee,0,908053900,0,908053900,Public Water Supply,2022
3313,St Clair,0,0,0,0,Public Water Supply,2022
3314,St Joseph,0,0,0,0,Public Water Supply,2022
3315,Tuscola,0,691672100,0,691672100,Public Water Supply,2022
3316,Van Buren,568235000,817404154,0,1385639154,Public Water Supply,2022
3317,Washtenaw,0,2218368199,4048726800,6267094999,Public Water Supply,2022
3318,Wayne,165199359000,0,0,165199359000,Public Water Supply,2022
3319,Wexford,0,725202900,0,725202900,Public Water Supply,2022
3320,Alcona,0,226055487,595352383,821407870,Total All Sectors,2016
3321,Alger,1542710000,256575029,0,1799285029,Total All Sectors,2016
3322,Allegan,0,6381819767,3255725413,9637545180,Total All Sectors,2016
3323,Alpena,41548695500,22462282,2525991776,44097149558,Total All Sectors,2016
3324,Antrim,0,4056531422,51294414,4107825836,Total All Sectors,2016
3325,Arenac,18195737754,44720205,56010271,18296468230,Total All Sectors,2016
3326,Baraga,4820808380,0,3340000,4824148380,Total All Sectors,2016
3327,Barry,0,1972476738,671096523,2643573261,Total All Sectors,2016
3328,Bay,2818348800,78516464,117272204228,120169069492,Total All Sectors,2016
3329,Benzie,0,918243471,2547990286,3466233757,Total All Sectors,2016
3330,Berrien,700158323300,4816399559,783468531,705758191390,Total All Sectors,2016
3331,Branch,0,7705144846,3383836149,11088980995,Total All Sectors,2016
3332,Calhoun,0,9193772965,1484018835,10677791800,Total All Sectors,2016
3333,Cass,0,13873019128,1025074781,14898093909,Total All Sectors,2016
3334,Charlevoix,273726000,5106751431,1058226416,6438703847,Total All Sectors,2016
3335,Cheboygan,0,395696043,4296266739,4691962782,Total All Sectors,2016
3336,Chippewa,974844000,355635490,0,1330479490,Total All Sectors,2016
3337,Clare,0,499747269,291590000,791337269,Total All Sectors,2016
3338,Clinton,0,1365409886,820916297,2186326183,Total All Sectors,2016
3339,Crawford,0,405261468,116881145,522142613,Total All Sectors,2016
3340,Delta,14997981010,111385801,186857072,15296223883,Total All Sectors,2016
3341,Dickinson,0,778625119,8126678000,8905303119,Total All Sectors,2016
3342,Eaton,0,909684789,546634837,1456319627,Total All Sectors,2016
3343,Emmet,58000000,4038453667,94700000,4191153667,Total All Sectors,2016
3344,Genesee,0,1573282916,110387362,1683670278,Total All Sectors,2016
3345,Gladwin,0,164685123,834010,165519133,Total All Sectors,2016
3346,Gogebic,0,689889700,27000000,716889700,Total All Sectors,2016
3347,Grand Traverse,2030400000,1592537360,86198919,3709136279,Total All Sectors,2016
3348,Gratiot,0,4119924976,624382616,4744307592,Total All Sectors,2016
3349,Hillsdale,0,4301185328,469077675,4770263003,Total All Sectors,2016
3350,Houghton,0,1042443000,7118000,1049561000,Total All Sectors,2016
3351,Huron,724526970,437744156,326300150,1488571277,Total All Sectors,2016
3352,Ingham,0,11633944070,36856031007,48489975077,Total All Sectors,2016
3353,Ionia,0,3154857539,518770334,3673627873,Total All Sectors,2016
3354,Iosco,414153330,152392418,18917899,585463647,Total All Sectors,2016
3355,Iron,0,455856800,1052876760,1508733560,Total All Sectors,2016
3356,Isabella,0,3632507105,794504907,4427012012,Total All Sectors,2016
3357,Jackson,0,7234667158,807947771,8042614929,Total All Sectors,2016
3358,Kalamazoo,0,22893158893,3047202006,25940360899,Total All Sectors,2016
3359,Kalkaska,0,2212832905,466739348,2679572253,Total All Sectors,2016
3360,Kent,25451207000,6121647814,1177391356,32750246170,Total All Sectors,2016
3361,Keweenaw,2811427,17659767,0,20471194,Total All Sectors,2016
3362,Lake,0,86609629,0,86609629,Total All Sectors,2016
3363,Lapeer,0,280600425,169953823,450554248,Total All Sectors,2016
3364,Leelanau,3339542,1172708027,62493558,1238541127,Total All Sectors,2016
3365,Lenawee,0,1996393659,1656543382,3652937041,Total All Sectors,2016
3366,Livingston,0,3432882886,1688215090,5121097976,Total All Sectors,2016
3367,Luce,0,642515509,0,642515509,Total All Sectors,2016
3368,Mackinac,3431805000,70082480,7195000,3509082480,Total All Sectors,2016
3369,Macomb,1157176000,473280074,735379067,2365835142,Total All Sectors,2016
3370,Manistee,1014926042,1561497653,2981992839,5558416534,Total All Sectors,2016
3371,Marquette,69372381250,1424322382,10118489577,80915193209,Total All Sectors,2016
3372,Mason,1050021999,1642387432,7489818661,10182228093,Total All Sectors,2016
3373,Mecosta,0,4902308233,569969086,5472277319,Total All Sectors,2016
3374,Menominee,309550000,57462549,445750000,812762549,Total All Sectors,2016
3375,Midland,0,187623265,3078591379,3266214644,Total All Sectors,2016
3376,Missaukee,0,2141829852,416797080,2558626932,Total All Sectors,2016
3377,Monroe,541041799969,10458581812,689061210,552189442991,Total All Sectors,2016
3378,Montcalm,0,16065879190,6342241213,22408120403,Total All Sectors,2016
3379,Montmorency,0,95003350,29749800,124753150,Total All Sectors,2016
3380,Muskegon,5088793000,2537831166,27822428718,35449052884,Total All Sectors,2016
3381,Newaygo,0,2713852689,378779650,3092632339,Total All Sectors,2016
3382,Oakland,0,12982580344,5597752859,18580333203,Total All Sectors,2016
3383,Oceana,0,2519315301,343476274,2862791575,Total All Sectors,2016
3384,Ogemaw,0,219794638,17394280,237188918,Total All Sectors,2016
3385,Ontonagon,116100000,12972180,0,129072180,Total All Sectors,2016
3386,Osceola,0,1143174395,154321800,1297496195,Total All Sectors,2016
3387,Oscoda,0,78232624,85750000,163982624,Total All Sectors,2016
3388,Otsego,0,1137803795,0,1137803795,Total All Sectors,2016
3389,Ottawa,242420272200,2302241798,24187699132,268910213130,Total All Sectors,2016
3390,Presque Isle,1556105188,431808213,8129822286,10117735687,Total All Sectors,2016
3391,Roscommon,0,141064507,12797327,153861834,Total All Sectors,2016
3392,Saginaw,0,912741503,147289632,1060031135,Total All Sectors,2016
3393,Saint Clair,429166772487,196237222,101855269,429464864978,Total All Sectors,2016
3394,Saint Joseph,0,23518815648,4605744572,28124560220,Total All Sectors,2016
3395,Sanilac,108010000,1102454060,49579972,1260044032,Total All Sectors,2016
3396,Schoolcraft,1658822000,694280525,777423876,3130526401,Total All Sectors,2016
3397,Shiawassee,0,1193067276,68911600,1261978876,Total All Sectors,2016
3398,Tuscola,0,1364294517,1789331664,3153626181,Total All Sectors,2016
3399,Van Buren,49278874580,7666719343,702119543,57647713466,Total All Sectors,2016
3400,Washtenaw,0,4249641826,5115643591,9365285417,Total All Sectors,2016
3401,Wayne,415168028543,846778139,153423431341,569438238023,Total All Sectors,2016
3402,Wexford,0,2208513345,13916000,2222429345,Total All Sectors,2016
3403,Alcona,0,0,0,0,Commercial-Institutional,2016
3404,Alger,0,2901563,0,2901563,Commercial-Institutional,2016
3405,Allegan,0,35979218,2000000,37979218,Commercial-Institutional,2016
3406,Alpena,0,0,0,0,Commercial-Institutional,2016
3407,Antrim,0,29539765,0,29539765,Commercial-Institutional,2016
3408,Arenac,0,757200,0,757200,Commercial-Institutional,2016
3409,Baraga,0,0,0,0,Commercial-Institutional,2016
3410,Barry,0,10970002,0,10970002,Commercial-Institutional,2016
3411,Bay,0,0,0,0,Commercial-Institutional,2016
3412,Benzie,0,11770431,0,11770431,Commercial-Institutional,2016
3413,Berrien,0,27414404,0,27414404,Commercial-Institutional,2016
3414,Branch,0,1436500,0,1436500,Commercial-Institutional,2016
3415,Calhoun,0,131640193,634,131640827,Commercial-Institutional,2016
3416,Cass,0,5924450,0,5924450,Commercial-Institutional,2016
3417,Charlevoix,0,513859888,0,513859888,Commercial-Institutional,2016
3418,Cheboygan,0,0,0,0,Commercial-Institutional,2016
3419,Chippewa,0,1985000,0,1985000,Commercial-Institutional,2016
3420,Clare,0,1016400,0,1016400,Commercial-Institutional,2016
3421,Clinton,0,422400,0,422400,Commercial-Institutional,2016
3422,Crawford,0,37394000,0,37394000,Commercial-Institutional,2016
3423,Delta,0,0,0,0,Commercial-Institutional,2016
3424,Dickinson,0,0,0,0,Commercial-Institutional,2016
3425,Eaton,0,988000,900000,1888000,Commercial-Institutional,2016
3426,Emmet,0,119216700,0,119216700,Commercial-Institutional,2016
3427,Genesee,0,5730023,0,5730023,Commercial-Institutional,2016
3428,Gladwin,0,0,0,0,Commercial-Institutional,2016
3429,Gogebic,0,0,27000000,27000000,Commercial-Institutional,2016
3430,Grand Traverse,0,15181000,0,15181000,Commercial-Institutional,2016
3431,Gratiot,0,644253,0,644253,Commercial-Institutional,2016
3432,Hillsdale,0,137634953,0,137634953,Commercial-Institutional,2016
3433,Houghton,0,0,0,0,Commercial-Institutional,2016
3434,Huron,0,7054338,0,7054338,Commercial-Institutional,2016
3435,Ingham,0,56955500,72000,57027500,Commercial-Institutional,2016
3436,Ionia,0,45251300,0,45251300,Commercial-Institutional,2016
3437,Iosco,0,2335050,0,2335050,Commercial-Institutional,2016
3438,Iron,0,0,1038000000,1038000000,Commercial-Institutional,2016
3439,Isabella,0,0,0,0,Commercial-Institutional,2016
3440,Jackson,0,138786823,0,138786823,Commercial-Institutional,2016
3441,Kalamazoo,0,87225155,0,87225155,Commercial-Institutional,2016
3442,Kalkaska,0,125000,0,125000,Commercial-Institutional,2016
3443,Kent,0,242779058,38302958,281082016,Commercial-Institutional,2016
3444,Keweenaw,0,0,0,0,Commercial-Institutional,2016
3445,Lake,0,20000,0,20000,Commercial-Institutional,2016
3446,Lapeer,0,1273825,0,1273825,Commercial-Institutional,2016
3447,Leelanau,0,3507411,60000,3567411,Commercial-Institutional,2016
3448,Lenawee,0,12250827,0,12250827,Commercial-Institutional,2016
3449,Livingston,0,21996086,0,21996086,Commercial-Institutional,2016
3450,Luce,0,0,0,0,Commercial-Institutional,2016
3451,Mackinac,0,0,0,0,Commercial-Institutional,2016
3452,Macomb,0,6036710,0,6036710,Commercial-Institutional,2016
3453,Manistee,0,0,0,0,Commercial-Institutional,2016
3454,Marquette,0,0,0,0,Commercial-Institutional,2016
3455,Mason,0,8145649,0,8145649,Commercial-Institutional,2016
3456,Mecosta,0,5097311,0,5097311,Commercial-Institutional,2016
3457,Menominee,0,0,0,0,Commercial-Institutional,2016
3458,Midland,0,0,0,0,Commercial-Institutional,2016
3459,Missaukee,0,3959552,0,3959552,Commercial-Institutional,2016
3460,Monroe,0,9129429,0,9129429,Commercial-Institutional,2016
3461,Montcalm,0,600000,0,600000,Commercial-Institutional,2016
3462,Montmorency,0,14400,0,14400,Commercial-Institutional,2016
3463,Muskegon,0,5933370,0,5933370,Commercial-Institutional,2016
3464,Newaygo,0,0,0,0,Commercial-Institutional,2016
3465,Oakland,0,29131858,336500,29468358,Commercial-Institutional,2016
3466,Oceana,0,23955520,99450,24054970,Commercial-Institutional,2016
3467,Ogemaw,0,17705920,0,17705920,Commercial-Institutional,2016
3468,Ontonagon,0,0,0,0,Commercial-Institutional,2016
3469,Osceola,0,3741996,4565800,8307796,Commercial-Institutional,2016
3470,Oscoda,0,0,0,0,Commercial-Institutional,2016
3471,Otsego,0,0,0,0,Commercial-Institutional,2016
3472,Ottawa,0,11999148,367500,12366648,Commercial-Institutional,2016
3473,Presque Isle,0,216400,0,216400,Commercial-Institutional,2016
3474,Roscommon,0,13541474,0,13541474,Commercial-Institutional,2016
3475,Saginaw,0,0,0,0,Commercial-Institutional,2016
3476,Saint Clair,0,41750,0,41750,Commercial-Institutional,2016
3477,Saint Joseph,0,345459486,0,345459486,Commercial-Institutional,2016
3478,Sanilac,0,0,0,0,Commercial-Institutional,2016
3479,Schoolcraft,0,0,0,0,Commercial-Institutional,2016
3480,Shiawassee,0,0,0,0,Commercial-Institutional,2016
3481,Tuscola,0,3453320,0,3453320,Commercial-Institutional,2016
3482,Van Buren,0,6488066,0,6488066,Commercial-Institutional,2016
3483,Washtenaw,0,72175130,0,72175130,Commercial-Institutional,2016
3484,Wayne,0,7213047,0,7213047,Commercial-Institutional,2016
3485,Wexford,0,51475974,0,51475974,Commercial-Institutional,2016
3486,Alcona,0,125932000,0,125932000,Electric Power Generation,2016
3487,Alger,0,0,0,0,Electric Power Generation,2016
3488,Allegan,0,0,0,0,Electric Power Generation,2016
3489,Alpena,40951008000,0,616750000,41567758000,Electric Power Generation,2016
3490,Antrim,0,0,0,0,Electric Power Generation,2016
3491,Arenac,0,0,0,0,Electric Power Generation,2016
3492,Baraga,4546940000,0,0,4546940000,Electric Power Generation,2016
3493,Barry,0,0,0,0,Electric Power Generation,2016
3494,Bay,0,0,115496788707,115496788707,Electric Power Generation,2016
3495,Benzie,0,0,0,0,Electric Power Generation,2016
3496,Berrien,696540430000,0,0,696540430000,Electric Power Generation,2016
3497,Branch,0,0,0,0,Electric Power Generation,2016
3498,Calhoun,0,0,0,0,Electric Power Generation,2016
3499,Cass,0,0,0,0,Electric Power Generation,2016
3500,Charlevoix,0,0,0,0,Electric Power Generation,2016
3501,Cheboygan,0,0,0,0,Electric Power Generation,2016
3502,Chippewa,0,0,0,0,Electric Power Generation,2016
3503,Clare,0,0,0,0,Electric Power Generation,2016
3504,Clinton,0,0,0,0,Electric Power Generation,2016
3505,Crawford,0,61000000,0,61000000,Electric Power Generation,2016
3506,Delta,0,0,0,0,Electric Power Generation,2016
3507,Dickinson,0,0,0,0,Electric Power Generation,2016
3508,Eaton,0,0,465382000,465382000,Electric Power Generation,2016
3509,Emmet,0,0,0,0,Electric Power Generation,2016
3510,Genesee,0,40054020,0,40054020,Electric Power Generation,2016
3511,Gladwin,0,0,0,0,Electric Power Generation,2016
3512,Gogebic,0,0,0,0,Electric Power Generation,2016
3513,Grand Traverse,0,0,0,0,Electric Power Generation,2016
3514,Gratiot,0,0,0,0,Electric Power Generation,2016
3515,Hillsdale,0,561505654,2465000,563970654,Electric Power Generation,2016
3516,Houghton,0,0,0,0,Electric Power Generation,2016
3517,Huron,0,0,0,0,Electric Power Generation,2016
3518,Ingham,0,0,36415720877,36415720877,Electric Power Generation,2016
3519,Ionia,0,0,0,0,Electric Power Generation,2016
3520,Iosco,0,0,0,0,Electric Power Generation,2016
3521,Iron,0,0,0,0,Electric Power Generation,2016
3522,Isabella,0,31201790,0,31201790,Electric Power Generation,2016
3523,Jackson,0,0,0,0,Electric Power Generation,2016
3524,Kalamazoo,0,0,0,0,Electric Power Generation,2016
3525,Kalkaska,0,0,0,0,Electric Power Generation,2016
3526,Kent,0,0,121442424,121442424,Electric Power Generation,2016
3527,Keweenaw,0,0,0,0,Electric Power Generation,2016
3528,Lake,0,0,0,0,Electric Power Generation,2016
3529,Lapeer,0,0,0,0,Electric Power Generation,2016
3530,Leelanau,0,0,0,0,Electric Power Generation,2016
3531,Lenawee,0,0,0,0,Electric Power Generation,2016
3532,Livingston,0,0,0,0,Electric Power Generation,2016
3533,Luce,0,0,0,0,Electric Power Generation,2016
3534,Mackinac,0,0,0,0,Electric Power Generation,2016
